arrived_at,num_prefill_tokens,num_decode_tokens,prefill_inflated,decode_inflated
0.0,37,476,0,0
0.006343022408758812,37,498,0,0
0.014241935539777057,46,138,0,0
0.014378619687380263,9,18,0,0
0.674396564579725,285,273,0,0
0.8522898770606128,45,181,0,0
0.8617020757861643,49,93,0,0
0.9465164836054496,146,350,0,0
0.9781834351183174,485,4,0,0
0.9841442463564292,258,289,0,0
1.11162777392252,24,204,0,0
1.1213240234599955,12,221,0,0
1.1306724163987891,15,154,0,0
1.1343732524270926,23,232,0,0
1.1791983591748367,13,299,0,0
1.1939958282099514,245,269,0,0
1.2476967241941082,35,163,0,0
1.2530541353157045,6,57,0,0
1.2763088513735985,4199,259,0,0
1.2793380683775235,157,772,0,0
1.3764420328458808,31,276,0,0
1.4027250352126364,7,112,0,0
1.437677684733833,2870,16,0,0
1.4786894951592768,13,284,0,0
1.4810796000639126,28,50,0,0
1.5674991783547203,10,275,0,0
2.6710164697037904,25,48,0,0
2.671697578825622,5,102,0,0
2.672265387546571,10,236,0,0
2.673155141270452,17,29,0,0
2.7702579251722717,690,603,1,0
2.793600608178471,13,174,0,0
2.949550872804738,15,222,0,0
3.026083259218239,7644,92,0,0
3.0535780313744603,30,47,0,0
3.085424565229559,21,486,0,0
3.0982744039843038,17,324,0,0
3.200765167334657,11,326,0,0
3.2026492109661984,17,47,0,0
3.2104103926860192,42,49,0,0
3.239743885558719,54,219,0,0
3.9020275599640017,22,154,0,0
3.90593907206955,80,492,0,0
3.9080239938520656,93,230,0,0
3.91387303570164,29,367,0,0
4.0392589957653415,50,133,0,0
4.050536852752989,144,767,0,0
4.305608964645008,62,228,0,0
4.306035437407574,20,319,0,0
4.478449434099256,240,645,0,0
4.621412274377805,454,394,0,0
4.62246936546548,666,50,0,0
4.647002288959289,261,277,0,0
4.852280775632829,60,245,0,0
4.873794484271756,9,186,0,0
5.007048220613828,408,430,0,0
7.092260798953936,85,375,0,0
7.123470118937323,209,60,0,0
7.133769539427406,16,311,0,0
7.137629851155544,1428,201,0,0
7.203585429598466,160,231,1,0
7.215760520384806,36,330,0,0
7.228381487867791,18,102,0,0
7.243000643547526,40,249,0,0
7.309194758673325,18,33,0,0
7.311333404920557,645,192,0,0
7.312179688544306,14,137,0,0
7.312318463575745,13,168,0,0
7.510700382693742,43,300,0,0
7.531614804877001,767,159,0,0
7.901462425510411,22,464,0,0
7.919186780151381,19,391,0,0
7.9232767653373735,10,116,0,0
7.970209286777215,32,113,0,0
7.985691246118177,1075,611,0,0
7.987160094873757,41,391,0,0
7.990233294048687,57,639,0,0
8.608185361325576,33,507,0,0
8.644840493445514,182,94,0,0
8.686337667444176,39,332,0,0
8.696716296794024,8,42,0,0
8.701258504310138,997,166,0,0
8.808615950928736,26,215,0,0
8.82325363571617,28,123,0,0
8.827207273191304,6,322,0,0
8.84100626068902,149,37,0,0
8.843955774140348,11,61,0,0
8.870344686501731,651,541,0,0
9.043001781654715,198,36,0,0
9.046391279987978,60,178,0,0
9.360563173843149,11,2330,0,1
9.365310646295445,238,80,0,0
9.389835243559903,380,281,1,0
9.393222699595945,8,52,0,0
9.404792310671443,4,54,0,0
9.424631536560922,1822,107,0,0
9.432196158462991,21,748,0,0
9.436620300931688,25,342,0,0
9.441271289894276,67,392,0,0
9.444763491465181,8,342,0,0
9.445544391817293,17,251,0,0
9.456208812556742,422,310,0,1
9.496461174246297,15,24,0,0
9.607475150837903,10,2840,0,1
9.673303969466765,21,368,0,0
12.132341496327182,9,173,0,0
12.166472819425382,7,25,0,0
12.173716898606752,46,185,0,0
12.935850242582907,6,339,0,0
12.938072261203422,1043,248,0,0
13.063259118249368,63,142,0,0
13.065930411500833,36,235,0,0
13.102568031217938,91,12,0,0
13.10292009558961,83,222,0,0
13.211925741010603,60,178,1,0
13.225074889829092,69,506,0,0
13.227680037379914,38,334,0,0
13.745532476940399,50,500,0,0
13.828925247858782,6,393,0,0
13.848701225091148,19,411,0,0
13.852764403313895,20,19,0,0
13.869310117026698,114,684,0,0
13.882310706915964,172,76,0,0
13.959202968782224,7,122,0,0
14.048235571093606,9,193,0,0
14.05298174831683,1139,303,0,0
14.058995874927053,2990,309,0,0
14.065221797294692,36,375,0,0
14.066436157995236,1055,219,0,0
14.071963474810886,31,258,0,0
14.086963263716244,16,3490,0,1
14.158825877022062,7,27,0,0
14.411881985599642,144,241,0,0
14.415464842515389,1174,176,0,0
14.469780108133593,346,554,0,0
14.477198324207958,99,290,0,0
15.622276066716342,469,127,0,0
15.638645326445756,456,1550,0,1
15.687905021358079,48,53,0,0
15.690679680622779,77,358,0,0
15.694245783362145,1081,181,0,0
15.721256747430443,34,258,0,0
15.729627496352506,199,676,0,0
15.766204855394461,97,769,0,0
15.766998756815639,18,129,0,0
15.834819100124077,76,123,0,0
15.837804971262335,90,423,1,0
16.403298612599094,24,2860,0,1
16.41343283217739,133,681,0,0
16.57539816739737,14,222,0,0
16.576506532016374,4,147,0,0
16.619059293279726,53,623,0,0
16.622114334107714,55,590,0,0
16.628928980117998,189,539,0,0
16.647883549348798,17,289,0,0
16.6574542108415,23,180,0,0
16.688065335956466,6,224,0,0
16.768557763808655,10,127,0,0
16.835138583045488,35,532,0,0
16.850286897863786,19,272,0,0
16.85146746062193,63,148,0,0
16.85507692736713,655,324,0,0
16.867275754878364,161,1420,0,1
16.867534787910873,259,683,0,0
16.94874276130708,48,253,0,0
16.95991660736109,10,38,0,0
16.970832433343755,15,174,0,0
17.091086253834508,17,174,0,0
17.15971237731106,14,385,0,0
17.18778666675473,92,592,0,0
17.1902222471512,18,105,0,0
17.223794348699677,3632,447,0,0
17.259855182336395,40,4170,0,1
17.26293018445706,116,167,0,0
17.40832835006316,21,231,0,0
17.45815881899356,4,63,0,0
17.458510020027013,20,164,0,0
17.481538947866092,2326,164,0,0
17.482977239825825,403,103,0,0
17.65809918397315,82,76,0,0
17.748740322129127,7,194,0,0
17.75072542504248,8,40,0,0
17.753799816123276,20,31,0,0
17.775921511714433,956,491,0,0
17.787113862978174,507,543,0,0
18.168288798761033,82,154,0,0
18.247712743419687,8,122,0,0
18.257970126675254,29,478,0,0
18.315232521689126,2047,58,0,0
18.31554235948592,957,235,0,0
18.349077089990416,66,668,0,0
18.451147857970863,9,170,0,0
18.46376362314674,67,25,0,0
18.468123413080303,61,196,0,0
18.52407681105099,10,32,0,0
19.431021724768872,174,247,0,0
19.4582046798872,2043,135,0,0
19.460123090298037,13,637,0,0
19.78533006806088,32,540,0,0
19.785751438595632,163,147,0,0
19.835117440618546,8,88,0,0
19.840752135280972,48,196,0,0
19.956805383321946,2392,265,0,0
19.960105320801798,134,126,0,0
20.21492288896222,14,270,0,0
20.247820447264495,27,23,0,0
20.24839118298972,63,223,0,0
20.24873945418777,214,678,0,0
20.258328882105854,30,59,0,0
20.498481712806665,42,41,0,0
20.5217458344213,14,673,0,0
20.542383001215068,97,372,0,0
20.553640613992265,145,478,0,0
20.632577813887078,10,100,0,0
20.67095663798987,15,195,0,0
20.70256886592528,49,174,0,0
20.705086718475773,13,262,0,0
20.899222705035754,1177,90,0,0
21.174839942908235,10,185,0,0
21.176176564483665,131,92,0,0
22.976717690247398,29,307,0,0
23.053261667212155,29,216,0,0
23.060061107278976,12,379,0,0
23.060461279787376,52,221,0,0
23.127585510651475,26,79,0,0
23.18261531882641,22,514,0,0
23.188097969095406,46,134,0,0
23.188600421542823,8,307,0,0
23.35962474249987,9,204,0,0
23.365188169872397,46,111,0,0
23.372212375338837,78,364,0,0
28.718418257826436,11,413,0,0
29.990991942691263,19,476,0,0
30.112541945202967,9,115,0,0
30.119799262271215,28,123,0,0
30.18593933494874,2357,153,0,0
30.186127565581852,9,314,0,0
30.208457266266798,15,165,0,0
30.21240529221829,9,684,0,0
30.21378468304406,9,96,0,0
30.214545961050906,25,629,0,0
30.26612603603471,88,26,0,0
30.28769926195435,154,140,0,0
30.312535395396985,111,95,0,0
30.409816460690337,21,494,0,0
30.4131388517457,12,252,0,0
30.414663377452122,14,120,0,0
30.415180291581976,115,417,0,0
30.4244102921549,68,118,0,0
30.506940524224653,5,71,0,0
30.520323791393132,102,208,0,0
30.58537069731044,906,769,0,0
30.58707089550828,12,380,0,0
30.594132057278788,55,23,0,0
30.59803206641471,80,68,0,0
30.599518079330593,39,82,0,0
31.34333827486868,8,189,0,0
31.442537857107077,84,658,0,0
31.44647026193361,16,106,0,0
31.45036964300953,29,534,0,0
31.466463836446177,886,728,0,0
31.467472619243495,92,97,0,0
31.510615032961564,25,39,0,0
31.511970809943122,79,386,0,0
31.52057273746587,6,140,0,0
31.522896544979698,273,91,0,0
31.529807830643914,2100,196,0,0
31.531067107833515,14,350,0,0
31.531843737396187,87,216,0,0
31.534456924275347,22,201,0,0
31.53908820082655,75,8,0,0
31.549093085079367,29,925,0,0
31.56980728647335,13,166,0,0
31.952275090839674,31,550,0,0
32.043868188845856,538,574,0,0
32.05474957737085,100,605,1,0
32.13181763739877,70,197,0,0
32.13636732116836,9,26,0,0
32.46332640320255,18,109,0,0
32.5174790138302,244,2690,0,1
32.518677637059355,10,390,0,0
32.60042416239931,15,460,0,0
32.69272349988766,186,215,0,0
32.69280738238331,19,337,0,0
32.696849070073895,264,151,0,0
32.70384415129391,10,294,0,0
32.70422544998489,23,300,0,0
32.70636051537482,27,354,0,0
32.70906831370946,1205,158,0,0
32.75881997566417,37,486,0,0
32.79173004316086,71,242,0,0
36.23852443284853,29,243,0,0
36.24672606725008,890,42,0,0
36.42787404359507,1266,18,0,0
36.44900090343654,17,316,0,0
36.48002312636698,13,108,0,0
36.48179775756197,19,27,0,0
36.48219272683874,15,323,0,0
36.486083297345864,17,777,0,0
36.56894636034038,11,2480,0,1
36.99666409625433,35,20,0,0
37.05705475039333,12,147,0,0
37.105936987352806,42,41,0,0
37.10930835519697,1070,396,0,0
37.49747702031205,82,52,0,0
37.762671886334225,682,270,0,0
37.76891317878279,32,313,0,0
37.785359649696126,16,770,0,0
37.78782109429157,9,756,0,0
38.12725051353924,20,170,0,0
38.16792335551906,22,17,0,0
38.182843658776264,21,203,0,0
38.22356092602838,17,294,0,0
38.26711907655849,141,321,0,0
38.275042781179444,13,724,0,0
38.276549179957144,2882,134,0,0
38.277933711049734,944,65,0,0
38.27849144079144,23,398,0,0
38.32388445855354,14,225,0,0
39.849168511170866,238,395,0,0
39.84977184396516,7,162,0,0
39.873565694730495,18,371,0,0
39.91461689783141,53,315,0,0
39.91713524022285,134,196,0,0
39.94429411473262,23,80,0,0
39.94630581136273,275,690,0,0
40.14537580633627,7,76,0,0
40.150873640057675,34,388,0,0
40.172938207206215,340,175,1,0
40.243842815493736,238,358,0,0
40.25148140922811,2483,143,0,0
40.25198318125746,109,205,0,0
40.2582191936632,20,288,0,0
40.341219375096095,7836,356,1,0
40.35645729335667,198,681,0,0
40.38502939076093,13,157,0,0
40.38710872682882,392,270,0,0
40.41113860740777,56,122,0,0
40.48855404697206,7,236,0,0
40.50796326869015,324,287,0,0
41.32761656304031,13,627,0,0
41.33952521393467,104,38,0,0
41.341773463147675,712,441,0,0
41.34248348024659,80,41,1,0
41.523188150178065,18,323,0,0
41.53922382266322,11,463,0,0
41.67569259551886,49,28,0,0
41.72076139033079,478,213,0,0
42.18621891207705,242,242,0,0
42.41324546502105,14,122,0,0
42.421725742188436,6,246,0,0
42.4529321065596,11,360,0,0
42.611090377077375,77,315,0,0
42.61261340737992,9,183,0,0
42.94114868052773,18,2780,0,1
43.14488751348847,13,2580,0,1
43.27374460661391,38,262,0,0
43.285817804398505,24,400,0,0
43.318838494505016,851,569,0,0
43.32077014299191,10,406,0,0
43.34103241441293,27,120,0,0
43.34660630453097,10,79,0,0
43.36806178664485,81,103,0,0
43.3747717918911,6,143,0,0
43.40660338473548,1584,400,0,1
43.59745888738647,9,194,0,0
43.59877363654125,85,60,0,0
43.71362444972262,80,522,0,0
43.71396040646152,15,659,0,0
43.71419990344851,13,316,0,0
43.728412304623184,282,723,0,0
43.74670151011032,57,165,0,0
43.790449863081925,103,473,0,0
43.791118898497686,29,346,0,0
43.807125079702715,1662,645,0,0
43.830365700704995,17,227,0,0
44.05249557380498,14,242,0,0
44.06715631255519,11,192,0,0
44.119135102779964,524,361,0,0
44.12168997230999,208,241,0,0
44.13409054914944,177,286,0,0
44.14149278144412,157,52,0,0
44.215152862819764,24,210,0,0
44.21765017169893,50,211,0,0
44.2210516405188,11,296,0,0
44.27815303827949,420,147,0,0
44.924751562391556,15,187,0,0
44.963545303403784,7,197,0,0
44.996659856134414,1450,292,0,0
45.005689992523074,127,257,0,0
45.164817006955374,3157,397,0,0
45.217944054671875,8,70,0,0
45.79574978019572,276,224,0,0
