arrived_at,num_prefill_tokens,num_decode_tokens,prefill_inflated,decode_inflated
0.0,329,140,0,0
0.6300724835830342,2380,20,0,0
0.6301817756552819,13,432,0,0
0.6438752875411348,47,243,0,0
0.7809177847794757,17,309,0,0
1.0505707745190196,24,409,0,0
1.1172857219528174,190,226,1,0
1.4776401118515778,23,361,0,0
1.5098659140174537,18,113,0,0
1.5642127568312127,14,27,0,0
1.5900115479141923,34,329,0,0
1.5921182734335177,16,221,0,0
1.5954370437441816,12,169,0,0
1.6339895360994396,444,166,0,0
1.6396440935884633,64,2130,0,1
1.869156023734499,38,343,0,0
2.10843387762381,23,184,0,0
2.7672371302046135,16,545,0,0
2.7843649594746456,505,354,0,0
3.071591651328041,184,381,0,0
3.074539766309559,106,3510,0,1
3.0780659733450175,20,761,0,0
3.0992968882782224,32,321,0,0
3.130977786878641,965,768,0,0
3.131714818565524,37,767,0,0
3.1322811384912246,88,121,0,0
3.1689896652474245,15,246,0,0
3.172206751671776,62,345,0,0
3.374469253495371,342,504,0,0
3.4141928210377173,6,268,0,0
3.4475482810341567,22,235,0,0
3.4749262192597667,19,348,0,0
3.5831068614745574,40,335,0,0
3.596393514076744,3073,662,0,0
3.7546337308264723,128,820,0,0
3.760936717645636,73,366,0,0
3.772442581707093,20,80,0,0
3.777069272439365,930,83,1,0
3.8367002992570387,1082,560,0,0
3.856087648458863,6,103,0,0
3.8593042267259907,76,767,0,0
4.84822294637209,14,76,0,0
4.856941245815642,817,752,0,0
4.871241148203115,206,53,0,0
4.910934424214622,7,127,0,0
5.5056921160547665,20,213,0,0
5.519103246489136,2874,6,0,0
5.592745484891542,300,184,0,0
5.614732299411922,37,233,0,0
5.615698160674806,25,426,0,0
5.703651529838828,31,45,0,0
5.842603845871011,53,250,0,0
5.853769915779776,10,66,0,0
5.871266043508568,104,769,0,0
5.872162074740597,7,194,0,0
5.873020160113218,420,312,1,0
5.881266853965754,96,280,0,0
5.944366743024151,5,740,0,1
5.951421506411205,48,285,0,0
5.983780694887537,1514,200,0,0
6.1087898477950615,251,4560,0,1
6.130643696478977,30,235,0,0
6.187571790919886,934,481,0,0
6.514127080160459,14,325,0,0
6.515620092851174,83,364,0,0
6.595538196684014,37,161,0,0
6.595954426825704,27,101,0,0
6.6387372810693135,741,30,0,0
6.665818529302566,28,300,0,0
6.671905695954804,2350,352,0,0
6.673997916918954,160,180,0,0
6.689943631946847,738,1630,0,1
6.697887298403843,14,285,0,0
6.719822559796016,8,223,0,0
6.722759148998829,7,25,0,0
6.776485679439422,9,418,0,0
6.778758795867038,5,34,0,0
6.788578408849522,38,210,0,0
6.796817385537832,21,109,0,0
7.024653652135565,14,208,0,0
7.025559815791098,436,791,0,0
7.0334435730672515,380,115,0,0
7.225496997629805,12,255,0,0
7.230333393470851,19,76,0,0
7.231846114446494,103,257,0,0
7.263616520697161,28,50,0,0
7.27371910681752,876,75,0,0
7.369528631636888,11,227,0,0
7.372392209823474,1114,142,0,0
7.3988272573941565,443,126,0,0
7.467209070210669,93,5,0,0
7.610416758070476,16,29,0,0
7.612391744996293,253,250,0,0
7.923589876398431,116,538,0,0
7.9265684929601505,5,245,0,0
7.9274446159149345,94,165,0,0
7.930118985949196,31,550,0,0
7.954714174272521,38,393,0,0
7.964195119897418,10,23,0,0
8.007738753037252,31,81,0,0
8.056359912303176,8,309,0,0
8.090454588902537,38,22,0,0
8.101300589998054,80,116,1,0
8.780563477586174,14,740,0,0
8.780778027080782,45,152,0,0
8.781340256198835,11,164,0,0
8.787887736926107,20,225,0,0
8.789353561181764,201,406,0,0
8.789462279122937,1043,248,0,0
8.79314155223379,54,397,0,0
8.79717382461287,40,244,0,0
8.797308586426338,21,486,0,0
8.897816667842255,15,452,0,0
9.140334777824116,9,365,0,0
9.353369356386734,2131,645,0,0
9.359897815102787,473,147,0,0
9.384139570883743,26,380,0,0
9.386057472703262,13,296,0,0
9.413325827906366,985,480,0,0
9.418011463382317,339,317,0,0
9.458972393655404,24,669,0,0
9.468059964890355,102,194,0,0
9.610706119024083,127,77,0,0
9.704967140113315,582,85,0,0
9.919989424705667,369,116,0,0
9.920717217252706,43,476,0,0
9.921191305323733,8,4730,0,1
9.961733241672853,77,768,0,0
9.967422226978668,23,640,0,0
10.007407454608362,7,78,0,0
10.04021353829906,510,702,1,0
10.066088664478755,197,734,0,0
10.179538337543967,450,22,1,0
10.23446974589172,65,657,0,0
10.28089039140645,54,356,0,0
10.28391025759884,8,131,0,0
10.851945145524345,30,145,0,0
10.875189899461555,11,218,0,0
11.040355870456365,24,40,0,0
11.075064436187317,404,289,0,0
