arrived_at,num_prefill_tokens,num_decode_tokens,prefill_inflated,decode_inflated
0.0,22,332,0,0
0.012723080086800977,14,272,0,0
0.5155772670001654,6,352,0,0
0.5830111602077348,6,336,0,0
0.583688256128735,540,349,0,0
0.6015461515347529,4,14,0,0
0.606731954933831,20,342,0,0
0.6310231831141563,2330,358,1,0
0.6317467782049291,67,25,0,0
0.6610118879328004,14,134,0,0
0.6899053139536321,225,140,0,0
1.1115252662560324,473,767,0,0
1.1455178471357066,212,182,0,0
1.1956140684228067,4800,186,1,0
1.1965249147229566,70,745,0,0
2.8297476954781353,17,7670,0,1
2.8301389336154785,2058,338,0,0
2.993580571223098,15,188,0,0
3.002908790257221,6,355,0,0
3.006009277339872,19,317,0,0
3.0108656035906276,653,769,0,0
3.0155715311508677,30,310,0,0
3.054170688385697,23,203,0,0
3.0686502030376426,54,219,0,0
3.418671704206489,8,283,0,0
3.4191364076705804,19,411,0,0
3.437070263779113,16,415,0,0
3.440100803355845,30,207,0,0
3.525266263422118,58,46,0,0
3.525527254821195,11,210,0,0
3.5346017119535995,12,323,0,0
3.5620745583503033,884,171,0,0
3.5630016666338085,863,767,0,0
3.6924502061818005,15,328,0,0
3.7182477456176675,182,215,0,0
3.853422146061906,300,378,1,0
3.976303830314594,323,429,0,0
3.9788463183057594,91,13,0,0
3.982505577579331,6,227,0,0
3.994520955069018,17,210,0,0
4.0750623850648084,11,97,0,0
4.174029422588906,106,365,0,0
4.178393830419623,54,397,0,0
4.183751118478777,18,245,0,0
4.187410179006711,1359,105,0,0
4.1930191977946425,7,341,0,0
4.204231431791612,47,35,0,0
4.218094414358943,11,360,0,0
5.3247316686432455,347,315,0,0
5.3312854680191375,25,157,0,0
5.341414477415579,20,441,0,0
5.38656526469238,72,55,0,0
5.389247643799597,5,347,0,0
5.397880694656246,32,294,0,0
5.416412514029568,35,493,0,0
5.501284506672645,10,309,0,0
5.502582503976266,31,83,0,0
5.782863084019573,36,609,0,0
5.791779887486458,581,435,0,0
5.817102179135515,914,278,0,0
5.915304403483846,55,526,0,0
5.982960542815704,8,212,0,0
6.133062688082966,9,269,0,0
6.158577212916129,6,497,0,0
6.175927786261522,3180,52,1,0
6.209909051046325,55,231,0,0
6.212372152915472,215,378,0,0
6.417006967112528,10,273,0,0
6.420833961581423,23,1100,0,1
6.422285123412893,332,2060,0,1
7.525153654821466,10,204,0,0
7.538888861670296,15,510,0,0
7.540595631360269,7,643,0,0
8.273775969179685,33,72,0,0
8.283107760662492,5,26,0,0
8.434066089989974,315,488,0,0
8.437500601863313,16,244,0,0
8.44847200547293,44,18,0,0
8.44908819145103,1859,197,0,0
8.449484712378329,1751,643,0,0
8.452044650488064,10,284,0,0
8.467481758488441,11,115,0,0
8.55649843055791,23,56,0,0
10.867169484524194,17,205,0,0
10.869460800394176,13,266,0,0
11.005226806149134,23,741,0,0
11.010614785043948,9,280,0,0
11.023915178876166,39,328,0,0
11.024848010111713,22,514,0,0
11.025784965868969,106,471,0,0
11.029588501459944,22,226,0,0
11.03124819175188,37,581,0,0
11.049165075189078,28,153,0,0
11.053592523122727,4,170,0,0
11.273728714368334,5,120,0,0
11.298234069758136,314,1700,0,1
11.32334563827276,118,147,0,0
11.498860312953642,825,564,0,0
11.549720314811013,109,527,0,0
11.56646676479021,41,399,0,0
11.581517179331767,38,94,0,0
11.59568474131436,5,30,0,0
11.751130394067536,25,149,0,0
11.837533488625635,12,190,0,0
11.875046512434551,82,301,0,0
11.964213503216975,96,104,0,0
11.970286095998409,198,36,0,0
12.020430045934745,200,65,0,0
12.02150060920686,19,62,0,0
12.288539248117637,11,190,0,0
12.310144766790469,109,332,0,0
12.336184882477133,27,234,0,0
12.396021628248878,4,187,0,0
12.413719300323422,260,32,0,0
12.42457441631273,7,261,0,0
12.619461727973546,92,158,0,0
12.642206915821586,44,418,0,0
12.6450964893191,585,720,0,0
12.688562101026658,11,220,0,0
12.689158176119033,583,769,0,0
13.183851059751195,330,150,0,1
13.196665722390803,95,205,0,0
13.216444706499047,21,148,0,0
14.866218026358577,13,219,0,0
16.200747983319378,409,430,0,0
16.22349571919229,13,224,0,0
16.2864610934032,890,42,0,0
16.446147508913597,17,397,0,0
16.967743993743333,122,3230,0,1
16.981627013034164,6,169,0,0
17.00527723939775,29,346,0,0
17.21423261242993,14,174,0,0
17.24516961196624,4,230,0,1
17.326771465208658,9,243,0,0
17.38787509735519,11,44,0,0
17.38973966343652,14,216,0,0
17.392977709997826,96,159,0,0
17.393069355678904,8,112,0,0
17.403794713741068,18,278,0,0
17.66636718242328,41,160,0,0
17.6683301134364,37,207,0,0
17.881152809300453,76,772,0,0
18.01436517699921,293,1160,0,1
18.030535342121162,1290,241,1,0
18.048307427175263,57,371,0,0
18.069603411810338,19,15,0,0
18.072827591089833,184,374,0,0
18.083086961241964,154,140,0,0
18.099527064085226,180,211,1,0
18.16088522286246,30,318,0,0
18.248809675207056,66,244,0,0
18.25289489754803,96,97,0,0
18.346987416332283,72,81,0,0
18.35079544321881,61,215,0,0
18.36366698991093,464,59,0,0
18.401450129850602,19,264,0,0
18.41869553024916,15,90,0,0
18.43269375611276,67,303,0,0
18.463624009353495,110,226,0,0
18.469597038309356,49,65,0,0
18.474488640861768,182,320,0,0
18.486485250057754,12,707,0,0
18.609880754894903,46,227,0,0
18.62460530384831,18,192,0,0
19.438552035965944,358,27,0,0
19.466249997009307,28,486,0,0
19.466297075221185,906,767,0,0
19.473788394082078,78,336,0,0
19.977961903320907,33,19,0,0
19.996237084660482,66,210,0,0
20.003754218340287,9,230,0,0
20.006898334374505,630,70,0,0
20.261690433460082,39,375,0,0
20.395779105455407,10,155,0,0
20.46497364539753,5,160,0,0
20.50745461234629,57,409,0,0
20.829491070903153,14,2170,0,1
20.922738423080116,245,152,0,0
20.924280687057408,30,2800,0,1
21.008190229110856,119,319,0,0
21.03352315399956,946,454,0,0
21.047995109468292,352,151,0,0
21.131060531531972,43,398,0,0
21.150159327003372,27,500,0,0
21.15021041235675,5,75,0,0
21.556728530233016,8,236,0,0
21.700509667205964,1572,501,0,0
21.714630819228063,54,22,0,0
21.72319903057952,4,10,0,0
21.751592214462555,20,160,0,0
21.75297495109838,23,60,0,0
21.786278487370964,318,180,0,0
21.797665325483752,3156,466,0,0
21.8065733328268,107,355,0,0
21.809421327567097,5,122,0,0
21.814065345183195,31,115,0,0
21.97898280881841,20,253,0,0
22.239558745970594,23,172,0,0
22.288888547909874,2870,73,0,0
22.305362476098356,120,66,1,0
22.308480020035187,80,332,0,0
22.3842998309885,305,35,0,0
22.836771272121414,1043,29,0,0
22.837485784004713,393,183,0,0
23.026414704592337,408,318,0,0
23.026651991082527,150,265,0,0
23.035793579023785,1057,536,0,0
23.074736674205646,43,333,0,0
23.075913567386937,70,308,0,0
23.076781944502308,22,144,0,0
23.10294111447909,11,74,0,0
23.207138008429553,5,249,0,0
23.21411031542674,11,124,0,0
23.47935063568766,13,256,0,0
23.4831430700537,16,194,0,0
24.08592474534831,419,257,0,0
24.108882649301556,394,380,0,0
24.1377715906635,692,601,0,0
24.199498728127004,302,30,0,0
24.233790518294835,7770,422,1,0
24.95751651882408,15,342,0,0
26.446454507095915,19,26,0,0
26.50024452220988,22,428,0,0
26.513199015612695,34,482,0,0
26.514916139719222,10,204,0,0
26.51890738309568,139,703,0,0
26.537288955011963,14,322,0,0
26.552023202487007,75,7670,0,1
26.568558627686322,657,485,0,0
26.586786450640403,8,127,0,0
26.635401430096625,30,254,0,0
26.636612468102587,463,770,0,0
26.63893324268671,575,439,0,0
26.80908555649136,1096,556,0,0
26.905575359721293,12,432,0,0
26.911755180312326,6,55,0,0
27.152447688602987,39,291,0,0
27.157112604142533,535,295,0,0
27.16801811331475,75,363,0,0
27.168486673898467,10,332,0,0
27.266695569042216,70,479,0,0
27.284427199493287,773,7,0,0
27.437730526683797,5,12,0,0
27.512273931841005,2570,433,1,0
27.534290480802465,2641,556,0,0
27.559440688759636,11,296,0,0
27.75917571134918,14,146,0,0
27.77241552110278,574,531,0,0
27.785991401075538,82,52,0,0
27.80717500127306,120,386,1,0
27.89996370138526,21,215,0,0
28.017791182495476,108,74,0,0
28.882027885845687,80,581,0,0
28.898066005698517,16,693,0,0
29.13547470647418,16,517,0,0
29.14063600092444,132,9,0,0
29.20489278054401,37,374,0,0
29.22972611075912,1331,756,0,0
29.854063017600534,24,219,0,0
29.920054739845863,438,127,0,0
29.92804291778381,4,257,0,0
29.99045949677943,136,163,0,0
30.029811462559632,154,430,0,0
30.040279758080935,627,102,0,0
30.051245103058616,285,227,0,0
30.054241682403198,1309,4130,0,1
34.97646765609953,1561,603,0,0
35.0024821786617,879,267,0,0
35.141995303938614,315,142,0,0
35.143927913289865,25,311,0,0
35.14619642045154,185,422,0,0
35.16085614401329,7,113,0,0
35.175651440440795,1012,769,0,0
35.27486337305438,12,44,0,0
35.27754225443763,20,344,0,0
35.33627662746684,12,192,0,0
35.749487958312365,23,114,0,0
35.75269567865746,179,604,0,0
35.875891669543776,50,339,1,0
35.878815949519186,9,283,0,0
35.91873194893564,18,167,0,0
35.96004687936979,38,412,0,0
36.60516155356617,81,205,0,0
36.6101803828548,28,691,0,0
36.63815521960926,18,82,0,0
36.7992324744989,8,351,0,0
36.8011487786396,4400,197,1,0
36.82076216927501,210,212,1,0
36.824266614851524,31,521,0,0
36.829170451442465,15,311,0,0
36.907250213910714,84,331,0,0
36.98827823882059,16,35,0,0
40.44841881828055,3224,232,0,0
40.761907454578925,2124,88,0,0
41.02477323582885,79,201,0,0
41.039059873251624,25,326,0,0
41.04998446625378,23,2770,0,1
41.07616223993632,13,225,0,0
41.076372237191045,2656,452,0,0
41.62224603456243,44,135,0,0
41.627419852032276,79,281,0,0
41.629789027480264,9,189,0,0
41.637661789602646,2160,107,1,0
41.750574956496436,1449,766,0,0
41.98561108988765,6980,188,1,0
41.994783402867846,50,106,1,0
42.04125831343271,61,89,0,0
42.05853938904571,14,272,0,0
42.06117348375459,107,137,0,0
42.08823729603054,308,305,0,0
42.10854744866045,69,335,0,0
42.109433079143066,5,45,0,0
42.2822851422789,208,408,0,0
42.28310924153056,14,354,0,0
42.313538310049175,191,519,0,0
42.3158682056114,9,340,0,0
42.31959690409052,11,261,0,0
42.324252277298356,1684,160,0,0
42.4018330098696,14,333,0,0
42.403372596682836,6,8,0,0
42.41627550753479,47,89,0,0
42.83670443835495,264,2150,0,1
42.841386350597276,18,245,0,0
42.85903170720917,11,87,0,0
42.929927742897796,69,182,0,0
42.93577196477735,69,334,0,0
42.984210064736125,21,2310,0,1
42.9891968876829,2114,196,0,0
43.06493944402118,23,18,0,0
43.0860906970397,109,26,0,0
43.08895909570908,2179,12,0,0
43.40130996137256,62,767,0,0
43.41673039496724,16,31,0,0
43.42737878008262,102,5,0,0
43.430309219320655,395,119,0,0
43.437584179178934,24,367,0,0
43.45293709314103,2350,232,1,0
43.47918157434755,23,22,0,0
43.64645357872184,9,480,0,0
43.647785177268375,137,261,0,0
43.657020767591476,38,417,0,0
43.8601377482194,1917,162,0,0
